title,category,sub category
"සංචාරකයෙකු ව්‍යාජ ""දූෂණ විරෝධී"" කාර්ය සාධක බලකායේ සාමාජිකයින් අත්අඩංගුවට ගනී",Crime and Justice,Crime Reports
සංකීර්ණ මැණික් වංචා යෝජනා ක්‍රමයක සංචාරක වංචාවකට ලක් වේ,Crime and Justice,Crime Reports
ශරීර කොටස් ගල්කිස්ස වෙරළ තීරයට ගසාගෙන යයි,Crime and Justice,Crime Reports
තාක්ෂණික කලාපයේ නීති විරෝධී මාර්ගගත සූදු සේවාදායකයන් වැටලීමට පොලිසිය,Crime and Justice,Crime Reports
රන් දාමයක් කොල්ලකෑම කොළඹ පදිකයින්ට වසංගතයක් එල්ල කරයි,Crime and Justice,Crime Reports
මහවැලි ගඟේ ගම්මාන භීතියට පත් කරන නීති විරෝධී වැලි කැණීම් මාෆියාව,Crime and Justice,Crime Reports
ඇසිඩ් ප්‍රහාරයෙන් දිවි ගලවා ගත් පුද්ගලයා පොලිස් පෙළපාළියේ ප්‍රහාරකයා හඳුනා ගනී,Crime and Justice,Crime Reports
කටුනායක ගුවන් තොටුපළේදී ව්‍යාජ විදේශ ගමන් බලපත්‍ර සින්ඩිකේට් අත්අඩංගුවට ගනු ලැබේ,Crime and Justice,Crime Reports
කළුතර විවාහ මංගල්‍යයේදී සමූහ විෂවීමක් සම්බන්ධයෙන් පොලිසිය විමර්ශනය කරයි,Crime and Justice,Crime Reports
කොළඹ පාතාල චරිතයක් බන්ධනාගාර ප්‍රවාහනයෙන් පලා යයි,Crime and Justice,Crime Reports
රාජ්‍ය විශ්වවිද්‍යාලවල ව්‍යාජ උපාධි සහතික ජාවාරමක් හෙළිදරව් වේ,Crime and Justice,Crime Reports
මහනුවර ATM පිපිරීම් පිටුපස කල්ලියක් සඳහා පොලිස් දඩයම,Crime and Justice,Crime Reports
කැලණිය පන්සලෙන් සොරකම් කරන ලද ඓතිහාසික බෞද්ධ අත්පිටපත්,Crime and Justice,Crime Reports
ටෙලිකොම් සමාගමේ ප්‍රධාන දත්ත උල්ලංඝනය: මිලියන 2 ක වාර්තා කාන්දු වීම,Crime and Justice,Crime Reports
පෞද්ගලික රෝහලකින් ක්‍රියාත්මක කරන ලද නීති විරෝධී වකුගඩු බද්ධ කිරීමේ ජාවාරමක්,Crime and Justice,Crime Reports
කොළඹ බැංකු මංකොල්ලය අතරතුර වෙඩි තබා ඝාතනය කරන ලද පොලිස් කොස්තාපල්,Crime and Justice,Crime Reports
මන්නාරම වෙරළ තීරයෙන් පාවෙන කොකේන් මිටි සොයා ගන්නා ධීවරයින්,Crime and Justice,Crime Reports
කොකේන් සාද වැටලීමකදී කොළඹ ඉහළ සමාජයේ චරිතයක් අත්අඩංගුවට,Crime and Justice,Crime Reports
"අන්තර්ජාල සාප්පු හිමියන් ඉලක්ක කරගත් නව ""බෙදා හැරීමේ වංචාවක්"" පිළිබඳව පොලිසිය අනතුරු අඟවයි",Crime and Justice,Crime Reports
කොළඹ ආභරණ වෙළෙන්දා හි සුඛෝපභෝගී ඔරලෝසු කොල්ලය: රු. මිලියන 75ක අලාභයක්,Crime and Justice,Crime Reports
කොළඹ ඉදිකිරීම් භූමියෙන් මිනිස් සිරුරු කොටස් සොයා ගැනේ,Crime and Justice,Crime Reports
තරු පහේ හෝටලයක ජාත්‍යන්තර ගණිකා වෘත්තියේ යෙදෙන ස්ථානයක් පොලීසිය විසින් වටලා ඇත,Crime and Justice,Crime Reports
කඳුකරයේ සංචාරකයින් කොල්ලකන ව්‍යාජ පොලිස් මුරපොලවල්,Crime and Justice,Crime Reports
බෝම්බ තර්ජනයෙන් පසු කොළඹ ව්‍යාපාරික දිස්ත්‍රික්කය අගුලු දැමීම,Crime and Justice,Crime Reports
"මොණරාගල ""ගමේ කොටි"" නිකායේ නායකයා පොලිසිය විසින් අත්අඩංගුවට ගනු ලැබේ",Crime and Justice,Crime Reports
සිංහරාජයේ ප්‍රධාන දැව ජාවාරම් මෙහෙයුම විසුරුවා හරිනු ලැබේ,Crime and Justice,Crime Reports
සයිබර් අපරාධ ඒකකය රුපියල් මිලියනයක ගිණුම් අත්හිටුවයි මිලියන 500ක පිරමිඩ යෝජනා ක්‍රමය,Crime and Justice,Crime Reports
විභාග ප්‍රශ්න පත්‍ර කාන්දුව සම්බන්ධයෙන් කොළඹ පාසල් විදුහල්පති අත්අඩංගුවට,Crime and Justice,Crime Reports
කුරුණෑගල චාරිත්‍රානුකූල සත්ව බිලි පූජා සම්බන්ධයෙන් පොලිසිය විමර්ශනය කරයි,Crime and Justice,Crime Reports
ගාල්ල වරායේ පුරාවස්තු ජාවාරම් මුද්දක් සොයා ගැනේ,Crime and Justice,Crime Reports
සීගිරිය ගෙස්ට්හවුස් මංකොල්ලයේදී සංචාරකයෙකු ඝාතනය කෙරේ,Crime and Justice,Crime Reports
"අම්පාරේ නීති විරෝධී මත්පැන් බෝතල් 1,000ක් පොලිසිය අත්අඩංගුවට ගනී",Crime and Justice,Crime Reports
ගෑස් කාන්දුව කඩාකප්පල් කිරීමෙන් පසු කොළඹ මහල් නිවාස සංකීර්ණය ඉවත් කෙරේ,Crime and Justice,Crime Reports
ඩුබායි රැකියා සොයන්නන් වංචා කරන ව්‍යාජ ආගමන නිලධාරීන්,Crime and Justice,Crime Reports
"කොළඹ හෝටල් ඉලක්ක කරගත් ""කොට්ට උර සොරුන්"" සඳහා පොලිස් දඩයම",Crime and Justice,Crime Reports
යාපනයේ ප්‍රධාන හෙරොයින් ජාවාරම: වීදි වටිනාකම රු. මිලියන 300,Crime and Justice,Crime Reports
කොළඹ රෝහලේ ළදරු සොරකමක් හෙදියන් විසින් ව්‍යර්ථ කරන ලදී,Crime and Justice,Crime Reports
දළදා මාලිගාවේ යාචකයෙකු ලෙස සිටි ව්‍යාජ භික්ෂුවක් පොලිසිය අත්අඩංගුවට ගනී,Crime and Justice,Crime Reports
කොළඹ ක්‍රීඩා බාර් එකෙන් ක්‍රියාත්මක වන නීති විරෝධී ඔට්ටු ඇල්ලීමේ වළල්ල,Crime and Justice,Crime Reports
කොළඹ ගෘහ නිර්මාණ ශිල්පීන්ට තර්ජනය කරන ඉදිකිරීම් මාෆියාව,Crime and Justice,Crime Reports
පොළොන්නරුවේ පුරාණ නිධන් හොරුන් පිළිබඳව පොලිසිය විමර්ශනය කරයි,Crime and Justice,Crime Reports
ඉහළ පෙළේ දූෂණ නඩුවකින් පසු කොළඹ නීතිඥවරයා අතුරුදහන්,Crime and Justice,Crime Reports
මීගමුව වෙරළේ වෙළෙන්දන්ගෙන් නීති විරෝධී කැස්බෑ බිත්තර පොලිසිය අත්අඩංගුවට ගනී,Crime and Justice,Crime Reports
සුනාමියෙන් දිවි ගලවා ගත් අය වංචා කරන ව්‍යාජ පුණ්‍යායතන එකතු කරන්නන්,Crime and Justice,Crime Reports
විදුලි කඩාකප්පල්කාරී ක්‍රියාවක් හේතුවෙන් සොයා ගන්නා ලද කොළඹ ඉහළ පෙළේ ගින්න,Crime and Justice,Crime Reports
බලහත්කාර විවාහ මෙහෙයුමකින් ළමා මනාලියන් බේරා ගැනීමට පොලිසිය කටයුතු කරයි,Crime and Justice,Crime Reports
කොළඹ වරායේ ව්‍යාජ ඉන්ධන මෙහෙයුමක් වැටලීම,Crime and Justice,Crime Reports
ගල්කිස්ස ප්‍රදේශයේ අනුක්‍රමික ස්ත්‍රී දූෂකයෙකු සඳහා පොලිස් දඩයම,Crime and Justice,Crime Reports
ප්‍රධාන තඹ කම්බි සොරකමක් දුම්රිය මෙහෙයුම් නතර කරයි,Crime and Justice,Crime Reports
වංචාව සම්බන්ධයෙන් කොළඹ සමාජ මාධ්‍ය බලපෑම්කරුවෙකු අත්අඩංගුවට ගනු ලැබේ,Crime and Justice,Crime Reports
පැරණි යුද කලාපයේ සමූහ මිනීවළක් පොලිසිය සොයා ගනී,Crime and Justice,Crime Reports
මිරිස්ස වෙරළ තීරයේ නීති විරෝධී තල්මසුන් මෝරුන් ඝාතනය කිරීම,Crime and Justice,Crime Reports
"බිරිඳගේ ඝාතනය සම්බන්ධයෙන් කොළඹ ව්‍යාපාරිකයෙකුට චෝදනා එල්ල වේ ""සියදිවි නසාගැනීමේ"" ඝාතනය",Crime and Justice,Crime Reports
අන්තර්ජාල ණය හිරිහැර කල්ලි ගැන පොලිසිය අනතුරු අඟවයි,Crime and Justice,Crime Reports
මීගමුව සිද්ධස්ථානයෙන් ඓතිහාසික පල්ලියේ සීනුව සොරකම් කර ඇත,Crime and Justice,Crime Reports
පිටකොටුව වෙළඳපොළේ මහා ගින්නක්: ගිනි තැබීමක් සම්බන්ධයෙන් සැකයක්,Crime and Justice,Crime Reports
රට පුරා සයිබර් හිරිහැර කිරීම් මර්දනය කිරීමේදී පොලිසිය 20 දෙනෙකු අත්අඩංගුවට ගෙන ඇත,Crime and Justice,Crime Reports
දේශපාලන චරිතයකට සම්බන්ධ කොළඹ ඉඩම් මාෆියාව හෙළිදරව් වේ,Crime and Justice,Crime Reports
ඇල්ල ගෙස්ට්හවුස් හි සංචාරකයෙකු මත්ද්‍රව්‍යවලට ඇබ්බැහි කර කොල්ලකෑම,Crime and Justice,Crime Reports
කොළඹ බැංකු කොල්ලය: රුපියල් මිලියන 20ක් සමඟ සන්නද්ධ කොල්ලකරුවන් පලා යයි,Crime and Justice,Crime Reports
මීගමුවේ මෙත් රසායනාගාරයක් වටලා පොලිසිය 8 දෙනෙකු අත්අඩංගුවට,Crime and Justice,Crime Reports
අන්තර්ජාල වංචා වැඩිවීම: ව්‍යාජ ආයෝජන යෝජනා ක්‍රම නිසා කොළඹ පදිංචිකරුවන් මිලියන ගණනක් අහිමි කර ගනී,Crime and Justice,Crime Reports
පිටකොටුවේ කල්ලි යුද්ධයක් ඇති වේ; වෙඩි හුවමාරුවකින් 3 දෙනෙකු තුවාල,Crime and Justice,Crime Reports
මිරිස්ස වෙරළ නිවාඩු නිකේතනයේ පිහි ඇනුමකදී සංචාරකයෙකු සොරකම් කර ඇත,Crime and Justice,Crime Reports
ප්‍රධාන මත්ද්‍රව්‍ය ජාවාරමක්: හම්බන්තොට වරායේ දී කිලෝග්‍රෑම් 50 ක කොකේන් අත්අඩංගුවට,Crime and Justice,Crime Reports
"මහනුවර දී ළමා ජාවාරම් ජාවාරමක් අත්අඩංගුවට ගෙන, 12 දෙනෙකු බේරාගෙන ඇත",Crime and Justice,Crime Reports
සයිබර් ප්‍රහාරය පැය 48 ක් රජයේ බදු ද්වාරය අඩපණ කරයි,Crime and Justice,Crime Reports
කොළඹ තදාසන්න ප්‍රදේශ ඉලක්ක කරගත් අනුක්‍රමික සොරුන් සඳහා පොලිස් දඩයම,Crime and Justice,Crime Reports
යාපනය වනාන්තර සැඟවුමෙන් නීති විරෝධී අවි තොගයක් සොයා ගන්නා ලදී,Crime and Justice,Crime Reports
දිවා කාලයේ මංකොල්ලකෑමේදී මාතර රන් සාප්පුවක් කොල්ලකෑම,Crime and Justice,Crime Reports
නැගෙනහිර පළාතේ ISIS-සම්බන්ධිත සෛලයක් විසුරුවා හරින ලදී,Crime and Justice,Crime Reports
ශ්‍රී ලාංකික ව්‍යාපාර ඉලක්ක කරගත් WhatsApp Ransomware,Crime and Justice,Crime Reports
දෙහිවල කල්ලි පළිගැනීමේදී ත්‍රිත්ව නායකයෙකු වෙඩි තබා ඝාතනය කර ඇත,Crime and Justice,Crime Reports
ත්‍රිකුණාමලය අසල කේරළ ගංජා කිලෝග්‍රෑම් 200 කට අධික ප්‍රමාණයක් අත්අඩංගුවට ගෙන ඇත,Crime and Justice,Crime Reports
සුඛෝපභෝගී මෝටර් රථ සොරකම් ජාවාරමක් හෙළිදරව් වී ඇත; වාහන 15ක් සොයා ගැනේ,Crime and Justice,Crime Reports
කල්පිටිය ධීවර භූමිය සම්බන්ධයෙන් ඇති වූ ආරවුලකදී ධීවරයින්ට පිහියෙන් ඇන ඇත,Crime and Justice,Crime Reports
කොළඹ බැංකු 6කින් ස්වයංක්‍රීය ටෙලර් යන්ත්‍ර මගින් ගමන් කරන උපකරණ සොයා ගැනේ,Crime and Justice,Crime Reports
ගාල්ල කොටුව හෝටල් වටලෑමේ දී ප්‍රාණ ඇපකරුවන් බේරා ගැනීමට පොලිසිය කටයුතු කරයි,Crime and Justice,Crime Reports
කටුනායක ගුවන් තොටුපළේ ව්‍යාජ වීසා සින්ඩිකේට් එකක් සොයා ගැනේ,Crime and Justice,Crime Reports
කුරුණෑගල වෙළඳපොළේ වෙළඳසැල් 10ක් ගිනි තැබීමේ ප්‍රහාරයකින් විනාශ වේ,Crime and Justice,Crime Reports
කොළඹ ගණිකා වෘත්තියේ රහසිගත මෙහෙයුම් දැල් 30ක්,Crime and Justice,Crime Reports
විල්පත්තු ජාතික වනෝද්‍යානයේ අලි දඩයම්කරුවන් අත්අඩංගුවට ගනු ලැබේ,Crime and Justice,Crime Reports
රත්නපුරයේ ව්‍යාජ මුදල් මුද්‍රණකරුවන් අල්ලා ගනු ලැබේ,Crime and Justice,Crime Reports
සිසුන්ට ඇසිඩ් ප්‍රහාරයක් මොරටුවේ විරෝධතා අවුලුවයි,Crime and Justice,Crime Reports
"ගම්පහ මංකොල්ලකෑම්වලින් පසු පොලිසිය ""ආරක්ෂිත වීදි"" මුලපිරීමක් දියත් කරයි",Crime and Justice,Crime Reports
ජාත්‍යන්තර වංචා වළල්ල ව්‍යාජ රැකියා දීමනා හරහා ශ්‍රී ලාංකිකයන් රවටයි,Crime and Justice,Crime Reports
අනුරාධපුර මධ්‍යම රාත්‍රියේ වැටලීමේදී පන්සල් බුද්ධ ප්‍රතිමාව සොරකම් කරන ලදී,Crime and Justice,Crime Reports
මඩකලපුවේ මෙතනෝල් ආලේපිත රා සිද්ධියෙන් 7 දෙනෙකු මිය ගියේය,Crime and Justice,Crime Reports
ක්‍රිප්ටෝ මුදල් පිරමිඩ යෝජනා ක්‍රමයක් සඳහා කොළඹ තාක්ෂණික ප්‍රධාන විධායක නිලධාරියා අත්අඩංගුවට ගනු ලැබීය,Crime and Justice,Crime Reports
අම්පාරේ ඉඩම් මාෆියා ප්‍රචණ්ඩත්වය 2 දෙනෙකු ජීවිත බිලි ගනී,Crime and Justice,Crime Reports
වෙරළබඩ ආරක්ෂකයින් ජාවාරම් කරන බෝට්ටුවකට බාධා කරයි දුර්ලභ කැස්බෑවන්,Crime and Justice,Crime Reports
රතු නෙළුම් හැකර් කණ්ඩායම ඇමතිවරයාගේ විද්‍යුත් තැපැල් කාන්දු කරයි,Crime and Justice,Crime Reports
"දෙමාපියන් ඉලක්ක කරගත් ""පැහැර ගැනීමේ ප්‍රෝඩාවක්"" පිළිබඳ පොලිසිය අනතුරු අඟවයි",Crime and Justice,Crime Reports
පොළොන්නරුව කෞතුකාගාරයෙන් පැරණි රන් කාසි සොරකම් කර ඇත,Crime and Justice,Crime Reports
බියගම කර්මාන්තශාලා හිමිකරු කප්පම් සඳහා පැහැරගෙන ගොස් ඇත,Crime and Justice,Crime Reports
රට පුරා සයිබර් හිරිහැර කිරීමේ මර්දනයකින් 15 දෙනෙකු අත්අඩංගුවට ගෙන ඇත,Crime and Justice,Crime Reports
කතරගම කෝපයෙන් පූජනීය බෝධි ගස විනාශ කර ඇත,Crime and Justice,Crime Reports
කොළඹ ඉදිකිරීම් භූමියෙන් මිනිස් ඇටකටු සොයා ගන්නා ලදී: අයුතු ලෙස ක්‍රීඩා කළ බවට සැක කෙරේ,Crime and Justice,Crime Reports
IPL තරඟවලට සම්බන්ධ ඔට්ටු ඇල්ලීමේ ජාවාරමක් පොලිස් අත්අඩංගුවට,Crime and Justice,Crime Reports
බලපිටියේ දුම්රිය පීලි පැනීමේ කඩාකප්පල්කාරී ක්‍රියාවක් සැක කෙරේ,Crime and Justice,Crime Reports
ත්‍රිකුණාමලය වෙරළ තීරයෙන් සුඛෝපභෝගී යාත්‍රාවක් පැහැරගෙන ගොස් ඇත; කාර්ය මණ්ඩලය අතුරුදහන්,Crime and Justice,Crime Reports
ව්‍යාජ ඖෂධ මුද්දක් රෝහල්වලට සැපයූ බව CID පවසයි,Crime and Justice,Crime Reports
කළුතර මුදල් වංචා කිරීම සම්බන්ධයෙන් පාසල් විදුහල්පති අත්අඩංගුවට,Crime and Justice,Crime Reports
මොණරාගලදී සොරකම් කරන ලද දුරකථනයක් සම්බන්ධයෙන් මැර ප්‍රහාරයක්,Crime and Justice,Crime Reports
දඩයම් කඳවුරක් වැටලීමේදී වනජීවී නිලධාරීන්ට වෙඩි තබා ඇත,Crime and Justice,Crime Reports
"කොළඹ මහා පරිමාණ ගින්නක් ගිනි තබා ඇති බවට අනාවරණය වී ඇති අතර, 1 දෙනෙකු අත්අඩංගුවට",Crime and Justice,Crime Reports
තේ නැව්ගත කිරීමේදී සඟවා තිබූ හෙරොයින් කිලෝග්‍රෑම් 100 ක් වරායේදී අත්අඩංගුවට,Crime and Justice,Crime Reports
TikTok බ්ලැක්මේල් කල්ලිය කුරුණෑගලදී යෞවනයන් ඉලක්ක කරයි,Crime and Justice,Crime Reports
"පුත්තලම භීතියට පත් කරමින් ""යතුරුපැදි කොල්ලකරුවන්"" දඩයම් කරන පොලිසිය",Crime and Justice,Crime Reports
මහවැලි ගඟේ නීතිවිරෝධී වැලි කැණීම් නායකයෙකු අත්අඩංගුවට,Crime and Justice,Crime Reports
කැසිනෝ දූෂණය හෙළි කිරීමෙන් පසු මාධ්‍යවේදීන් තිදෙනෙකුට තර්ජනයක්,Crime and Justice,Crime Reports
නුවරඑළියේ චාරිත්‍රානුකූල සත්ව පූජා වළල්ලක් කොල්ලකෑම,Crime and Justice,Crime Reports
රත්නපුරයේ රුපියල් මිලියන 500 ක මැණික් කොල්ලයක්,Crime and Justice,Crime Reports
සිගිරියේ සංචාරකයින් කොල්ලකෑම ව්‍යාජ පොලිස් නිලධාරීන්,Crime and Justice,Crime Reports
දඹුල්ල වෙළඳපොළෙන් සයනයිඩ් ආලේපිත කොමඩු සොයා ගැනීම,Crime and Justice,Crime Reports
කොළඹ කාර්යාලවලට වායු සමීකරණ ඒකකවල සංවිධානාත්මක සොරකම් කිරීමක්,Crime and Justice,Crime Reports
ඩෙල්ෆ්ට් දූපත අසල නාවික හමුදාව විසින් ගිල්විය හැකි මත්ද්‍රව්‍ය ප්‍රවාහනය කරන ලද භාණ්ඩයක් සොයා ගනී,Crime and Justice,Crime Reports
සමාජ මාධ්‍ය වෛරී ප්‍රකාශ මහනුවර වාර්ගික ගැටුමට ඉන්ධන සපයයි,Crime and Justice,Crime Reports
ශරීර කොටස් කැලණි ගඟට දැමීම: අනුක්‍රමික ඝාතකයෙකු බිය වේ,Crime and Justice,Crime Reports
ගාල්ලේ ස්වයංක්‍රීය ටෙලර් යන්ත්‍ර බෝම්බ පිපිරීම් ඉහළ යාම; යන්ත්‍ර 5ක් විනාශ කෙරේ,Crime and Justice,Crime Reports
වවුනියාවේ සටන්කාමීන් පුහුණු කිරීම සඳහා හිටපු සොල්දාදුවෙකු අත්අඩංගුවට,Crime and Justice,Crime Reports
කොම්පඤ්ඤවීදියේ ව්‍යාජ විදේශ ගමන් බලපත්‍ර කම්හලක් වටලා,Crime and Justice,Crime Reports
පූජනීය දන්ත ධාතු දේවාල ආරක්ෂක උල්ලංඝනය කිරීමේ උත්සාහය,Crime and Justice,Crime Reports
මන්නාරමේ විෂ සහිත අපද්‍රව්‍ය බැහැර කිරීමේ අපකීර්තිය හෙළිදරව් කෙරේ,Crime and Justice,Crime Reports
මත්ද්‍රව්‍ය ජාවාරම්කරුවන් සමඟ ලුහුබැඳ යාමේදී පොලිස් කාන්තාවක් මිය යයි,Crime and Justice,Crime Reports
"කොළඹ පාතාල ""පිරිසිදු කිරීමේ"" මෙහෙයුමේදී 40 දෙනෙකු අත්අඩංගුවට",Crime and Justice,Crime Reports
බිට්කොයින් කප්පම් මෘදුකාංග ජාතික පුස්තකාල සේවාදායකයන් අගුළු දමයි,Crime and Justice,Crime Reports
කොළඹ නගර මධ්‍යයේ සාප්පු සංකීර්ණයේ සුඛෝපභෝගී ඔරලෝසු සාප්පුවක් කොල්ලකෑම,Crime and Justice,Crime Reports
බදුල්ලේ දුප්පතුන්ට ගොදුරු වූ නීති විරෝධී වකුගඩු ජාවාරමක්,Crime and Justice,Crime Reports
ගාස්තු වැඩිවීමේ විරෝධතා මධ්‍යයේ ගිනි තැබූ අය බස් රථ 5ක් ගිනි තැබූහ,Crime and Justice,Crime Reports
කොළඹ කීර්තිමත් පුද්ගලයින් ඉලක්ක කරගත් ගැඹුරු ව්‍යාජ කාමුක දර්ශන නාදය,Crime and Justice,Crime Reports
රාජ්‍ය තාන්ත්‍රික බෑගයක් හරහා කිලෝග්‍රෑම් 15ක රන් ජාවාරමක් අත්අඩංගුවට,Crime and Justice,Crime Reports
හැටන් හි මුස්ලිම් පල්ලියක් විනාශ කරන ලදී; ආගමික ආතතීන් ඉහළ යයි,Crime and Justice,Crime Reports
සුනාමි ආධාර වංචාව: රාජ්‍ය නොවන සංවිධාන අධ්‍යක්ෂවරයා වසර 10 කට පසු අත්අඩංගුවට,Crime and Justice,Crime Reports
හලාවත මිනිස් ජාවාරම් ගුහාවෙන් 50 දෙනෙකු පොලිසිය බේරා ගනී,Crime and Justice,Crime Reports
"මාතලේ යෞවන සියදිවි නසා ගැනීමට සම්බන්ධ ""නිල් තල්මසුන් අභියෝගය""",Crime and Justice,Crime Reports
යාපනය අර්ධද්වීපයේදී අත්අඩංගුවට ගත් පුරාවස්තු ජාවාරම්කරුවන්,Crime and Justice,Crime Reports
කොළඹ භූගත පාලම් ව්‍යාපෘති වංචාව: රුපියල් බිලියන 2 ක වංචාවක්,Crime and Justice,Crime Reports
පාසල් විභාග ප්‍රශ්න පත්‍ර කාන්දුව රට පුරා විමර්ශනයක් ආරම්භ කරයි,Crime and Justice,Crime Reports
ඇල්ල ගෙස්ට්හවුස් හි සංචාරකයෙකු දූෂණය කිරීම; හිමිකරු අත්අඩංගුවට ගැනීම,Crime and Justice,Crime Reports
ව්‍යාජ පොහොර වංචාව අනුරාධපුර ගොවීන්ට පහර දෙයි,Crime and Justice,Crime Reports
මත්ද්‍රව්‍ය බිංදු සඳහා ඩ්‍රෝන යානා භාවිතා කළ කල්ලියක් අත්අඩංගුවට ගැනීම,Crime and Justice,Crime Reports
ගාල්ල කොටුවෙන් සොරකම් කරන ලද ඓතිහාසික කාලතුවක්කුව,Crime and Justice,Crime Reports
කර්මාන්තශාලා පිපිරීමකින් 12 දෙනෙකු මිය යයි; නොසැලකිලිමත්කම පිළිබඳ චෝදනා,Crime and Justice,Crime Reports
"දේශපාලකයෙකුගේ පුත්‍රයා විසින් මෙහෙයවන ලද ""කෝල් ගර්ල් ජාවාරම"" හෙළිදරව් වේ",Crime and Justice,Crime Reports
හින්දු කෝවිල් ප්‍රහාරයේදී පූජනීය ගවයින්ට වස දමා ඇත,Crime and Justice,Crime Reports
කොළඹ තදාසන්න ප්‍රදේශයේ භූගත කැසිනෝ ශාලාවක් පොලිසිය සොයා ගනී,Crime and Justice,Crime Reports
උතුරු පළාත් වැටලීම් වලදී නීති විරෝධී ගිනි අවි 200 ක් අත්අඩංගුවට ගනු ලැබේ,Crime and Justice,Crime Reports
ව්‍යාජ උපාධි අන්තර්ජාලය හරහා විකිණීම සම්බන්ධයෙන් ප්‍රධාන විධායක නිලධාරියා අත්අඩංගුවට ගනු ලැබේ,Crime and Justice,Crime Reports
දෙහිවල සිංහ පැටවුන් ජාවාරමේ මෙහෙයුම අසාර්ථක විය,Crime and Justice,Crime Reports
බස් සංහාරය: කල්ලි පළිගැනීමේ ප්‍රහාරයකින් 8 දෙනෙකු වෙඩි තබා ඝාතනය කරන ලදී,Crime and Justice,Crime Reports
කොළඹේ යෙදුම් පාදක සේවාව සම්බන්ධයෙන් කුලී රථ රියදුරන් කැරලි ගැසූහ,Crime and Justice,Crime Reports
යෝග පැදුරු නැව්ගත කිරීමේදී සඟවා තිබූ කොකේන් බාධා කරනු ලැබේ,Crime and Justice,Crime Reports
සිසුන්ට අතවර කිරීම සම්බන්ධයෙන් විශ්ව විද්‍යාල කථිකාචාර්යවරයෙකු අත්අඩංගුවට ගනු ලැබේ,Crime and Justice,Crime Reports
පේරාදෙණිය පුස්තකාලයෙන් පැරණි අත්පිටපත් සොරකම් කරන ලදී,Crime and Justice,Crime Reports
වැටුප් ආරවුලක් හේතුවෙන් කර්මාන්තශාලා සේවකයින් ප්‍රාණ ඇපයට ගනු ලැබේ,Crime and Justice,Crime Reports
දක්ෂිණ අධිවේගී මාර්ගයේ නීති විරෝධී ධාවන තරඟ සඳහා පොලිසිය පියවර ගනී,Crime and Justice,Crime Reports
හොරණ සුසාන භූමිය අපවිත්‍ර කර ඇත; සොහොන් 10 ක් විනාශ කර ඇත,Crime and Justice,Crime Reports
කොළඹ මහල් නිවාසයෙන් ක්‍රියාත්මක වන ISIS ප්‍රචාරක කුටිය,Crime and Justice,Crime Reports
,,
,,
මහාධිකරණයෙන් හිටපු අමාත්‍යවරයාට වසර 12 ක සිර දඬුවමක්,Crime and Justice,Courts & Investigations
මහ බැංකු බැඳුම්කර වංචාව වසන් කිරීම සම්බන්ධයෙන් CID විමර්ශනයක් ආරම්භ කරයි,Crime and Justice,Courts & Investigations
පෝර්ට් සිටි කැසිනෝ නීති සම්පාදනයට එරෙහිව ශ්‍රේෂ්ඨාධිකරණ තීන්දු,Crime and Justice,Courts & Investigations
පාස්කු ප්‍රහාරයේ මහමොළකරුට ඇප ලබා දීම ප්‍රතික්ෂේප කරන මහේස්ත්‍රාත්වරයා,Crime and Justice,Courts & Investigations
දූෂණ විරෝධී අධිකරණ ප්‍රතිසංස්කරණයක් සඳහා අධිකරණ කොමිසම නිර්දේශ කරයි,Crime and Justice,Courts & Investigations
ඉහළ පෙළේ මිනීමැරුම් නඩු විභාගයකින් මන්ත්‍රීවරයා නිදහස් කරයි,Crime and Justice,Courts & Investigations
යුද කාලීන පැහැරගැනීම් සම්බන්ධයෙන් චෝදනා ලැබ සිටින හිටපු නාවික හමුදාපතිවරයා,Crime and Justice,Courts & Investigations
වැරදි ලෙස රඳවාගෙන සිටින මාධ්‍යවේදියාට වන්දි ගෙවීමට අධිකරණය නියෝග කරයි,Crime and Justice,Courts & Investigations
අත්හිටුවීමේ මරණ නඩුවේ පොලිස් වසන් කිරීම පිළිබඳව CID විමර්ශනය කරයි,Crime and Justice,Courts & Investigations
කොළඹ නාගරික මුඩුක්කු කඩා දැමීම ශ්‍රේෂ්ඨාධිකරණය නතර කරයි,Crime and Justice,Courts & Investigations
පලාගිය ධන කුවේරයෙකු අත්අඩංගුවට ගැනීමේ වරෙන්තුවක් මහේස්ත්‍රාත්වරයා නිකුත් කරයි,Crime and Justice,Courts & Investigations
2019 ත්‍රස්ත මූල්‍ය ජාලය සඳහා මහාධිකරණ නඩු විභාගය ආරම්භ වේ,Crime and Justice,Courts & Investigations
අධිකරණ ප්‍රතිසංස්කරණ පනත් කෙටුම්පත අතථ්‍ය අධිකරණ විභාග යෝජනා කරයි,Crime and Justice,Courts & Investigations
අල්ලස් යෝජනා ක්‍රමය සම්බන්ධයෙන් හිටපු රේගු අධ්‍යක්ෂවරයා සිරගත කෙරේ,Crime and Justice,Courts & Investigations
රාජ්‍ය රෝහල් ටෙන්ඩර් වංචාවේ වෛද්‍ය මාෆියාව පිළිබඳව CID විමර්ශනය කරයි,Crime and Justice,Courts & Investigations
ශ්‍රේෂ්ඨාධිකරණය තොරතුරු දැනගැනීමේ අයිතිය තහවුරු කරයි,Crime and Justice,Courts & Investigations
