token,tag
ළඟා,O
විය,O
උතුරු,B-LOC
මැද,I-LOC
පළාත්,I-LOC
ආණ්ඩුකාර,O
වසන්ත,B-PER
ජිනදාස,I-PER
විදේශ,B-ORG
කටයුතු,I-ORG
විදේශ,I-ORG
රැකියා,I-ORG
හා,I-ORG
සංචාරක,I-ORG
අමාත්‍ය,I-ORG
විජිත,B-PER
හේරත්,I-PER
වෙළෙඳ,B-ORG
වාණිජ,I-ORG
ආහාර,I-ORG
සුරක්ෂිතතා,I-ORG
සහ,I-ORG
සමූපකාර,I-ORG
සංවර්ධන,I-ORG
අමාත්‍ය,I-ORG
වසන්ත,B-PER
සමරසිංහ,I-PER
සහ,O
ශ්‍රී,B-LOC
ලංකාවේ,I-LOC
ඉන්දියානු,B-ORG
මහකොමසාරිස්,I-ORG
සන්තෝෂ්,B-PER
ජා,I-PER
යන,O
මහත්වරුන්,O
විසින්,O
අග්‍රාමාත්‍යවරයා,O
මහත්,O
හරසරින්,O
පිළිගනු,O
ලැබිණි,O
අනතුරුව,O
අග්‍රාමාත්‍ය,O
නරේන්ද්‍ර,B-PER
මෝදී,I-PER
මහතා,O
ශ්‍රී,B-ORG
ලංකා,I-ORG
ගුවන්,I-ORG
හමුදා,I-ORG
උත්තමාචාර,B-EVENT
පිළිගනු,I-EVENT
ලැබීය,O
ඉන්පසු,O
ඉන්දිය,B-LOC
අග්‍රාමාත්‍යවරයා,O
සමග,O
එක්වූ,O
ජනාධිපති,O
අනුර,B-PER
කුමාර,I-PER
දිසානායක,I-PER
මහතා,O
අටමස්ථානාධිපති,O
හිමියන්,O
බැහැදැක,O
ආශිර්වාද,O
ලබා,O
ගනු,O
ලබා,O
ගත්තේය,O
මහව,B-LOC
-,O
අනුරාධපුර,B-LOC
දුම්රිය,O
සංඥා,O
පද්ධතිය,O
සහ,O
නවීකරණය,O
කෙරුණු,O
මහව,B-LOC
-,O
ඕමන්ත,B-LOC
දුම්රිය,O
මාර්ගය,O
අද(06),O
පෙරවරුවේ,O
විවෘත,B-EVENT
කෙරුණි,I-EVENT
ඒ,O
ඉන්දීය,B-LOC
අග්‍රාමාත්‍ය,O
නරේන්ද්‍ර,B-PER
මෝදි,I-PER
මහතා,O
සහ,O
ජනාධිපති,O
අනුර,B-PER
කුමාර,I-PER
දිසානායක,I-PER
මහතාගේ,O
ප්‍රධානත්වයෙනි,O
ඊට,O
අදාළ,O
ඉදිකිරීම්,O
සිදු,O
කෙරුණේ,O
ඉන්දීය,B-ORG
රජයේ,I-ORG
ප්‍රදානයක්,O
ලෙසයි,O
මේ,O
අතර,O
ඉන්දීය,B-LOC
අග්‍රාමාත්‍ය,O
නරේන්ද්‍ර,B-PER
මෝදි,I-PER
මහතා,O
අද(06),O
පෙරවරුවේ,O
අනුරාධපුර,B-LOC
ජය,I-LOC
ශ්‍රී,I-LOC
මහා,I-LOC
බෝධීන්,I-LOC
වහන්සේ,I-LOC
වැඳ,O
පුදා,O
ගත්,O
අතර,O
එහිදී,O
ඉන්දීය,B-LOC
අග්‍රාමාත්‍යවරයා,O
අටමස්ථානාධිපති,O
පූජ්‍ය,O
පල්ලේගම,B-PER
හේමරතන,I-PER
නාහිමියන්,I-PER
බැහැදැක්,O
ආශිර්වාද,O
ලබා,O
ගත්තේය,O
තුන්දින,B-EVENT
නිල,I-EVENT
සංචාරය,I-EVENT
අවසන්,O
කරමින්,O
ඉන්දීය,B-LOC
අග්‍රාමාත්‍ය,O
නරේන්ද්‍ර,B-PER
මෝදී,I-PER
මහතා,O
අද,O
පෙරවරුවේ,O
දිවයිනෙන්,B-LOC
පිටත්ව,O
ගියේය,O
ඉන්දීය,B-LOC
අග්‍රාමාත්‍යවරයා,O
අද,O
උදෑසන,O
අනුරාධපුර,B-LOC
ජය,I-LOC
ශ්‍රී,I-LOC
මහා,I-LOC
බෝධීන්,I-LOC
වහන්සේ,I-LOC
වැඳ,O
පුදා,O
ගත්,O
අතර,O
පසුව,O
මහව,B-LOC
-,O
අනුරාධපුර,B-LOC
දුම්රිය,O
සංඥා,O
පද්ධතිය,O
සහ,O
නවීකරණය,O
කරන,O
ලද,O
මහව,B-LOC
-,O
ඕමන්ත,B-LOC
දුම්රිය,O
මාර්ගය,O
ද,O
ජනතා,B-EVENT
අයිතියට,I-EVENT
පත්,I-EVENT
කිරීම,I-EVENT
සිදු,O
කළේය,O
එම,O
අවස්ථාවට,O
ජනාධිපති,O
අනුර,B-PER
කුමාර,I-PER
දිසානායක,I-PER
මහතා,O
ද,O
සහභාගි,O
විය,O
මෑත,O
ඉතිහාසයේ,O
මෙරට,B-LOC
මුහුණ,O
දුන්,O
දරුණුතම,O
ආර්ථික,O
පසුබෑමෙන්,O
පසු,O
ශ්‍රී,B-LOC
ලංකාවේ,I-LOC
ආර්ථිකය,O
යළි,O
යථා,O
තත්ත්වයට,O
පත්වීමෙහි,O
ස්ථායි,O
ප්‍රගතිය,O
පෙන්වා,O
දෙමින්,O
ශ්‍රී,B-ORG
ලංකා,I-ORG
මහ,I-ORG
බැංකුව,I-ORG
එහි,O
මුඛ්‍ය,O
ප්‍රකාශනය,O
වන,O
වාර්ෂික,B-EVENT
ආර්ථික,I-EVENT
සමාලෝචන,I-EVENT
වාර්තාව,I-EVENT
2024,I-EVENT
(AER,B-EVENT
2024),I-EVENT
ජනාධිපති,O
සහ,O
මුදල්,O
අමාත්‍ය,O
අනුර,B-PER
කුමාර,I-PER
දිසානායක,I-PER
මහතා,O
වෙත,O
පිළිගැන්වීය,O
මහ,B-ORG
බැංකු,I-ORG
අධිපති,O
ආචාර්ය,O
පී,B-PER
නන්දලාල්,I-PER
වීරසිංහ,I-PER
මහතා,O
විසින්,O
අද,O
(07),O
ජනාධිපති,B-ORG
කාර්යාලයේදී,I-ORG
වාර්තාව,O
මෙලෙස,O
ජනාධිපතිවරයා,O
වෙත,O
නිල,O
වශයෙන්,O
පිළිගන්වන,O
ලදී,O
වාර්ෂික,B-EVENT
ආර්ථික,I-EVENT
සමාලෝචන,I-EVENT
වාර්තාව,I-EVENT
2024,I-EVENT
සාර්ව-ආර්ථික,O
සංවර්ධනය,O
මූල්‍ය,O
පද්ධතිමය,O
කොන්දේසි,O
මහ,B-ORG
බැංකුවේ,I-ORG
ප්‍රතිපත්ති,O
සමාලෝචනය,O
සහ,O
සාර්ව,O
ආර්ථික,O
ඉදිරි,O
දැක්ම,O
යන,O
ප්‍රධාන,O
පරිච්ඡේද,O
හතරකින්,O
සමන්විතය,O
මෙම,O
සමාලෝචනයට,O
අනුව,O
වසර,O
දෙකකට,O
පෙර,O
අත්විඳින්නට,O
සිදු,O
වූ,O
දරුණු,O
ආර්ථික,O
අර්බුදයෙන්,O
පසුව,O
2024,O
වසරේදී,O
සැලකිය,O
යුතු,O
ලෙස,O
යළි,O
යථා,O
තත්ත්වයට,O
පත්වීමේ,O
සලකුණු,O
පෙන්නුම්,O
කර,O
ඇති,O
ශ්‍රී,B-LOC
ලංකා,I-LOC
ආර්ථිකය,O
අභියෝග,O
මධ්‍යයේ,O
වුවද,O
ණය,O
බරින්,O
පීඩාවට,O
පත්,O
අනෙකුත්,O
බොහෝ,O
රටවලට,O
වඩා,O
වැඩි,O
වේගයකින්,O
යළි,O
යථා,O
තත්ත්වයට,O
පත්වීමේ,O
මාර්ගයට,O
පිවිස,O
ඇත,O
මෙම,O
වාර්තාවේ,O
සඳහන්,O
ප්‍රධාන,O
ධනාත්මක,O
දර්ශක,O
අතර,O
ආර්ථික,O
ක්‍රියාකාරකම්,O
වැඩිදියුණු,O
වීම,O
ක්‍රය,O
ශක්තිය,O
පාර්ශ්විකව,O
හෝ,O
ප්‍රතිෂ්ඨාපනය,O
වීම,O
සහ,O
අවිනිශ්චිතතාවෙහි,O
අඩුවීම,O
යනාදිය,O
වේ,O
මෙම,O
අවස්ථාවට,O
ජනාධිපති,O
ලේකම්,O
ආචාර්ය,O
නන්දික,B-PER
සනත්,I-PER
කුමානායක,I-PER
මහා,B-ORG
භාණ්ඩාගාරයේ,I-ORG
ලේකම්,O
කේ,B-PER
එම්,I-PER
එම්,I-PER
සිරිවර්ධන,I-PER
මහබැංකුවේ,B-ORG
ජ්‍යෙෂ්ඨ,O
නියෝජ්‍ය,O
අධිපති,O
කේ,B-PER
එම්,I-PER
ඒ,I-PER
එන්,I-PER
දවුලගල,I-PER
සහකාර,O
අධිපති,O
ආචාර්ය,O
සී,B-PER
අමරසේකර,I-PER
ආර්ථික,O
පර්යේෂණ,O
අධ්‍යක්ෂ,O
ආචාර්ය,O
එස්,B-PER
ජෙගජීවන්,I-PER
සහ,O
මහ,B-ORG
බැංකුවේ,I-ORG
ආර්ථික,O
පර්යේෂණ,O
අතිරේක,O
අධ්‍යක්ෂවරුන්,O
වන,O
ආචාර්ය,O
එල්,B-PER
ආර්,I-PER
සී,I-PER
පත්බේරිය,I-PER
සහ,O
ආචාර්ය,O
වී,B-PER
ඩී,I-PER
වික්‍රමාරච්චි,I-PER
යන,O
මහත්ම,O
මහත්මීහු,O
සහභාගී,O
වූහ,O
රක්ෂිත,O
බන්ධනාගාරගත,O
කර,O
සිටින,O
පාර්ලිමේන්තු,O
මන්ත්‍රී,O
චාමර,B-PER
සම්පත්,I-PER
දසනායක,I-PER
මහතා,O
බදුල්ල,B-ORG
මහේස්ත්‍රාත්,I-ORG
අධිකරණයට,I-ORG
රැගෙනවිත්,O
තිබේ,O
පොලිසිය,B-ORG
පැවසුවේ,O
පොදු,O
දේපළ,O
පනත,O
යටතේ,O
ගැනෙන,O
වැරදි,O
සිදුකර,O
ඇති,O
බව,O
දක්වමින්,O
අපරාධ,B-ORG
පරීක්ෂණ,I-ORG
දෙපාර්තමේන්තුව,I-ORG
අධිකරණයට,O
කරුණු,O
වාර්තා,O
කරන,O
බවයි,O
සැකකාර,O
මන්ත්‍රීවරයා,O
ඌව,B-LOC
පළාත්,O
මහ,O
ඇමති,O
ලෙස,O
කටයුතු,O
කල,O
කාලසීමාවේ,O
පළාත්,O
සභා,O
ලිපි,O
ශීර්ෂය,O
යොදාගනිමින්,O
පෙර,O
පාසල්,O
සඳහා,O
රුපියල්,O
මිලියනයක,O
මුදල්,O
එක්රැස්,O
කර,O
එය,O
තමාගේ,O
නමින්,O
චෙක්පතකින්,O
ලබාගත්,O
බව,O
කියන,O
චෝදනාවට,O
අදාළව,O
අධිකරණය,O
හමුවේ,O
කරුණු,O
වාර්තා,O
කරන,O
බව,O
පොලිසිය,B-ORG
ප්‍රකාශ,O
කළේ,O
ය,O
පාර්ලිමේන්තු,O
මන්ත්‍රී,O
චාමර,B-PER
සම්පත්,I-PER
දසනායක,I-PER
මහතා,O
මේ,O
වනවිට,O
රක්ෂිත,O
බන්ධනාගාරගත,O
කර,O
සිටින්නේ,O
මූල්‍ය,O
චෝදනා,O
කිහිපයකට,O
අදාළවයි,O
සැකකාර,O
මන්ත්‍රීවරයා,O
හෙට,O
දක්වා,O
රක්ෂිත,O
බන්ධනාගාරගත,O
කර,O
සිටී,O
පාර්ලිමේන්තු,O
මන්ත්‍රී,O
චාමර,B-PER
සම්පත්,I-PER
දසනායක,I-PER
මහතා,O
ලබන,O
21,O
වැනිදා,O
දක්වා,O
රක්ෂිත,O
බන්ධනාගාර,O
ගතකර,O
තිබේ,O
ඒ,O
බදුල්ල,B-ORG
මහේස්ත්‍රාත්,I-ORG
අධිකරණයට,I-ORG
ඉදිරිපත්,O
කිරීමෙන්,O
අනතුරුවයි,O
රක්ෂිත,O
බන්ධනාගාර,O
ගතකර,O
සිටි,O
පාර්ලිමේන්තු,O
මන්ත්‍රී,O
චාමර,B-PER
සම්පත්,I-PER
දසනායක,I-PER
මහතා,O
අද,O
(07),O
පෙරවරුවේ,O
බදුල්ල,B-ORG
මහේස්ත්‍රාත්,I-ORG
අධිකරණයට,I-ORG
ඉදිරිපත්,O
කෙරිණි,O
ඒ,O
සැකකාර,O
මන්ත්‍රීවරයා,O
ඌව,B-LOC
පළාත්,O
මහ,O
ඇමති,O
ලෙස,O
කටයුතු,O
කල,O
කාලසීමාවේ,O
පළාත්,O
සභා,O
ලිපි,O
ශීර්ෂය,O
යොදාගනිමින්,O
පෙර,O
පාසල්,O
සඳහා,O
රුපියල්,O
මිලියනයක,O
මුදල්,O
එක්රැස්,O
කර,O
එය,O
තමාගේ,O
නමින්,O
චෙක්පතකින්,O
ලබාගත්,O
බව,O
කියන,O
චෝදනාවට,O
අදාළවයි,O
පාර්ලිමේන්තු,O
මන්ත්‍රී,O
චාමර,B-PER
සම්පත්,I-PER
දසනායක,I-PER
මහතා,O
මූල්‍ය,O
චෝදනා,O
කිහිපයකට,O
අදාළව,O
හෙට,O
දිනය,O
දක්වා,O
රක්ෂිත,O
බන්ධනාගාර,O
ගත,O
කෙරුණේ,O
කොළඹ,B-ORG
ප්‍රධාන,I-ORG
මහේස්ත්‍රාත්,I-ORG
අධිකරණයේ,I-ORG
නියෝගයකට,O
අනුවයි,O
කොළඹ,B-ORG
මහනගර,I-ORG
සභාව,I-ORG
ඇතුළු,O
පළාත්,O
පාලන,O
ආයතන,O
කිහිපයක,O
ඡන්ද,O
විමසීමේ,O
කටයුතු,O
අත්හිටුවමින්,O
අභියාචනාධිකරණය,B-ORG
අතුරු,O
තහනම්,O
නියෝගයක්,O
නිකුත්,O
කර,O
තිබේ,O
ඒ,O
සිය,O
නාමයෝජනා,O
ප්‍රතික්ෂේප,O
කිරීමට,O
එරෙහිව,O
දේශපාලන,O
පක්ෂ,O
හා,O
ස්වාධීන,O
කණ්ඩායම්,O
කිහිපයක්,O
ඉදිරිපත්,O
කළ,O
රිට්,O
පෙත්සම්,O
විභාගයට,O
ගැනීමට,O
අවසර,O
දෙමිනි,O
ඒ,O
අනුව,O
මෙම,O
පෙත්සම්වලට,O
අදාල,O
විරෝධතා,O
මැයි,O
05,O
වනදාට,O
පෙර,O
ගොනුකරන,O
ලෙස,O
විනිසුරු,O
මඩුල්ල,O
විසින්,O
නියෝග,O
කළේ,O
ය,O
ප්‍රතිවිරෝධතා,O
තිබේ,O
නම්,O
ඒවා,O
මැයි,O
මස,O
07,O
වැනිදාට,O
පෙර,O
ගොනුකරන,O
ලෙසත්,O
විනිසුරු,O
මඩුල්ල,O
විසින්,O
පෙත්සම්කාර,O
පාර්ශවයට,O
නියම,O
කළේ,O
ය,O
ඉන්,O
අනතුරුව,O
පෙත්සම්,O
විභාගය,O
මැයි,O
මස,O
16,O
වැනිදා,O
පැවැත්වීමට,O
ද,O
දින,O
නියම,O
විය,O
එදින,O
තෙක්,O
අදාල,O
අතුරු,O
නියෝගය,O
බල,O
පැවැත්වෙන,O
බවත්,O
නියෝගයේ,O
සඳහන්,O
නියමිත,O
කාල,O
සමාව,O
තුළ,O
අදාළ,O
නාමයෝජනා,O
භාර,O
නොදුන්,O
බවට,O
චෝදනා,O
කරමින්,O
නාම,O
යෝජනා,O
පත්‍ර,O
ප්‍රතික්ෂේප,O
කිරීමට,O
තේරීම්,O
භාර,O
නිලධාරීන්,O
ගත්,O
තීරණය,O
නීතියට,O
පටහැනි,O
බවට,O
තීන්දු,O
කරන,O
ලෙස,O
ඉල්ලා,O
දේශපාලන,O
පක්ෂ,O
හා,O
ස්වාධීන,O
කණ්ඩායම්,O
විසින්,O
මෙම,O
පෙත්සම්,O
ඉදිරිපත්,O
කර,O
තිබිණි,O
කෝසල,B-PER
නුවන්,I-PER
ජයවීර,I-PER
මහතාගේ,O
අභාවය,O
හේතුවෙන්,O
පාර්ලිමේන්තු,O
මන්ත්‍රී,O
ධුරයක,O
පුරප්පාඩුවක්,O
පවතින,O
බව,O
පාර්ලිමේන්තුව,B-ORG
මැතිවරණ,B-ORG
කොමිෂන්,I-ORG
සභාවට,I-ORG
දන්වා,O
තිබේ,O
ජාතික,B-ORG
ජනබලවේගය,I-ORG
නියෝජනය,O
කළ,O
කෑගල්ල,B-LOC
දිස්ත්‍රික්කයේ,O
පාර්ලිමේන්තු,O
මන්ත්‍රී,O
කෝසල,B-PER
නුවන්,I-PER
ජයවීර,I-PER
මහතාගේ,O
අභාවය,O
හේතුවෙන්,O
ආණ්ඩුක්‍රම,O
ව්‍යවස්ථාවේ,O
66(අ),O
ව්‍යවස්ථාවේ,O
විධිවිධාන,O
ප්‍රකාරව,O
2025,O
අප්‍රේල්,O
මස,O
06,O
වැනි,O
දින,O
සිට,O
10වැනි,B-ORG
පාර්ලිමේන්තුවේ,I-ORG
මන්ත්‍රී,O
ධුරයක,O
පුරප්පාඩුවක්,O
ඇති,O
වී,O
තිබෙන,O
බව,O
පාර්ලිමේන්තුවේ,B-ORG
වැඩබලන,O
මහ,O
ලේකම්,O
චමින්ද,B-PER
කුලරත්න,I-PER
මහතා,O
මැතිවරණ,B-ORG
කොමිෂන්,I-ORG
සභාවේ,I-ORG
සභාපතිවරයා,O
වෙත,O
දැනුම්දී,O
තිබේ,O
1988,O
අංක,O
35,O
දරන,O
ඡන්ද,O
විමසීම්,O
(විශේෂ,O
විධිවිධාන),O
පනතින්,O
සංශෝධිත,O
1981,O
අංක,O
1,O
දරන,O
පාර්ලිමේන්තු,O
මැතිවරණ,O
පනතේ,O
64(1),O
වගන්තිය,O
ප්‍රකාරව,O
මෙම,O
දැනුම්,O
දීම,O
සිදුකර,O
ඇත,O
හදිස්සියේ,O
ඇති,O
වූ,O
රෝගී,O
තත්ත්වයක්,O
හේතුවෙන්,O
කෝසල,B-PER
නුවන්,I-PER
ජයවීර,I-PER
මහතා,O
ඊයේ,O
අභාවප්‍රාප්ත,O
විය,O
මියයන,O
විට,O
ඒ,O
මහතාගේ,O
වයස,O
අවුරුදු,O
38කි,O
සෞඛ්‍ය,O
සේවාව,O
ඩිජිටල්,O
පරිවර්තනයකට,O
ලක්,O
කිරීමට,O
පුළුල්,O
සැලැස්මක්,O
ක්‍රියාත්මක,O
කිරීමට,O
සෞඛ්‍ය,O
සහ,O
ජනමාධ්‍ය,O
අමාත්‍ය,O
නලින්ද,B-PER
ජයතිස්ස,I-PER
මහතා,O
තීරණය,O
කර,O
තිබේ,O
අමාත්‍යවරයා,O
මේ,O
බව,O
පවසා,O
තිබෙන්නේ,O
සෞඛ්‍ය,B-ORG
හා,I-ORG
ජනමාධ්‍ය,I-ORG
අමාත්‍යාංශයේ,I-ORG
ඩිජිටල්කරණය,O
සහ,O
ඒ,O
සඳහා,O
වන,O
ඉදිරි,O
ක්‍රියාමාර්ග,O
සම්බන්ධයෙන්,O
පැවැති,O
සාච්ඡාවකදී,O
යි,O
සෞඛ්‍ය,O
ක්ෂේත්‍රය,O
සඳහා,O
ඩිජිටල්කරණය,O
ප්‍රධාන,O
ප්‍රමුඛතාවයක්,O
ලෙස,O
හඳුනා,O
ගනිමින්,O
ඩිජිටල්කරණ,O
විසඳුම්,O
ක්‍රියාත්මක,O
කිරීම,O
සඳහා,O
උපායමාර්ගික,O
රාමුවක්,O
ස්ථාපිත,O
කිරීම,O
ඩිජිටල්,O
මාධ්‍ය,O
හරහා,O
සෞඛ්‍ය,O
ආරක්ෂණ,O
යටිතල,O
පහසුකම්,O
වැඩිදියුණු,O
කිරීම,O
මෙන්ම,O
ඒ,O
සඳහා,O
ජාත්‍යන්තර,O
සහාය,O
ඇතිව,O
ප්‍රධාන,O
ව්‍යාපෘති,O
(HIQI,B-EVENT
HSEP,B-EVENT
PHSEP),B-EVENT
ක්‍රියාත්මක,O
කිරීම,O
මෙම,O
සාකච්ඡාවේ,O
අරමුණ,O
වී,O
තිබේ,O
ඩිජිටල්කරණයේදී,O
මුහුණදීමට,O
සිදුවන,O
අභියෝග,O
දත්ත,O
ආරක්ෂාව,O
පද්ධතිවල,O
අන්තර්,O
ක්‍රියාකාරීත්වය,O
ධාරිතා,O
වර්ධනය,O
සහ,O
ඩිජිටල්,O
සෞඛ්‍ය,O
විසඳුම්,O
පුළුල්,O
ජාතික,O
ඩිජිටල්,O
උපායමාර්ගයට,O
ඒකාබද්ධ,O
කිරීම,O
ප්‍රධාන,O
මාතෘකා,O
මූලික,O
කරගනිමින්,O
මෙහිදී,O
සාකච්ඡා,O
සිදුව,O
ඇත,O
සෞඛ්‍ය,O
සේවා,O
ක්ෂේත්‍රයේ,O
ඩිජිටල්,O
පරිවර්තනය,O
සඳහා,O
සහයෝගී,O
අවස්ථා,O
ගවේෂණය,O
කිරීම,O
සඳහා,O
සෞඛ්‍ය,B-ORG
හා,I-ORG
ජනමාධ්‍ය,I-ORG
අමාත්‍යාංශයේ,I-ORG
සහ,O
ඩිජිටල්,B-ORG
ආර්ථික,I-ORG
අමාත්‍යාංශයේ,I-ORG
ප්‍රධාන,O
නිලධාරීන්,O
මෙම,O
ඉහළ,O
මට්ටමේ,O
රැස්වීමට,O
එක්ව,O
තිබේ,O
ජනාධිපති,O
අනුර,B-PER
කුමාර,I-PER
දිසානායක,I-PER
මහතා,O
සහ,O
ජාත්‍යන්තර,B-ORG
මූල්‍ය,I-ORG
අරමුදලේ,I-ORG
නියෝජිතයින්,O
අතර,O
හමුවක්,B-EVENT
සිදුව,O
තිබේ,O
ඒ,O
ජනාධිපති,B-ORG
කාර්යාලයේදීයි,I-ORG
ජනාධිපති,B-ORG
මාධ්‍ය,I-ORG
අංශය,I-ORG
පැවසුවේ,O
ශ්‍රී,B-ORG
ලංකා,I-ORG
රජය,I-ORG
සහ,O
ජාත්‍යන්තර,B-ORG
මූල්‍ය,I-ORG
අරමුදල,I-ORG
අතර,O
එළැඹ,O
ඇති,O
විස්තීරණ,B-EVENT
ණය,I-EVENT
පහසුකම්,I-EVENT
වැඩසටහනේ,I-EVENT
සිව්,B-EVENT
වන,I-EVENT
සමාලෝචනයට,I-EVENT
අදාළ,O
මූලික,O
සාකච්ඡාවක්,O
එහිදී,O
පැවැති,O
බවයි,O
ජාත්‍යන්තර,B-ORG
මූල්‍ය,I-ORG
අරමුදල,I-ORG
සමග,O
වැඩසටහනේදී,O
ශ්‍රී,B-LOC
ලංකාව,I-LOC
දැනට,O
ලබා,O
ඇති,O
ප්‍රගතිය,O
සහ,O
ඉදිරි,O
මූල්‍ය,O
අරමුණු,O
ළඟා,O
කර,O
ගැනීම,O
පිළිබඳව,O
ද,O
එහිදී,O
සාකච්ඡා,O
වී,O
ඇත,O
එමෙන්ම,O
අමෙරිකාවේ,B-LOC
නව,O
තීරුබදු,O
පැනවීම,O
හමුවේ,O
ශ්‍රී,B-LOC
ලංකාවට,I-LOC
මුහුණ,O
දීමට,O
සිදුවන,O
ආර්ථික,O
අභියෝග,O
සම්බන්ධයෙන්,O
ද,O
දෙපාර්ශ්වයේම,O
අවධානය,O
යොමුව,O
තිබේ,O
ජාත්‍යන්තර,B-ORG
මූල්‍ය,I-ORG
අරමුදල,I-ORG
වෙනුවෙන්,O
ආසියා,B-LOC
සහ,I-LOC
පැසිපික්,I-LOC
කලාපයේ,O
නියෝජ්‍ය,O
අධ්‍යක්ෂ,O
සංජය,B-PER
පාන්ත්,I-PER
ජ්‍යෙෂ්ඨ,O
දූත,O
මණ්ඩල,O
ප්‍රධානීන්,O
වන,O
පීටර්,B-PER
බෲවර්,I-PER
එවන්,B-PER
පපාජොර්ජියෝ,I-PER
යන,O
මහත්වරු,O
ඇතුළු,O
නියෝජිත,O
කණ්ඩායම,O
එක්ව,O
සිටියහ,O
මෙරට,B-LOC
සමස්ත,O
ජනගහනය,O
දාහතර,O
ලක්ෂ,O
තුන්,O
දහස්,O
හත්සිය,O
තිස්,O
එකකින්,O
ඉහළ,O
ගොස්,O
ඇතැයි,O
ජනලේඛන,B-ORG
හා,I-ORG
සංඛ්‍යාලේඛන,I-ORG
දෙපාර්තමේන්තුව,I-ORG
පෙන්වා,O
දෙන්නේය,O
ඒ,O
2012,O
වසරේ,O
සිදුකළ,O
සංගණනයට,O
සාපේක්ෂවයි,O
ඒ,O
අනුව,O
මෙරට,B-LOC
සමස්ත,O
ජනගහනය,O
දෙකෝටි,O
දාහත්,O
ලක්ෂ,O
හැටතුන්,O
දහස්,O
එකසිය,O
හැත්තෑවකි,O
ජන,B-EVENT
හා,I-EVENT
නිවාස,I-EVENT
සංගණන,I-EVENT
වාර්තාව,I-EVENT
ඉදිරිපත්,O
කරමින්,O
ජනලේඛන,B-ORG
හා,I-ORG
සංඛ්‍යාලේඛන,I-ORG
දෙපාර්තමේන්තුව,I-ORG
පෙන්වා,O
දෙන්නේ,O
2012,O
/,O
2024,O
අන්තර්,O
සංගණන,O
කාලපරිච්ඡේදය,O
සැලකූ,O
විට,O
ජනගහනය,O
සාමාන්‍ය,O
වර්ධන,O
අනුපාතිකය,O
සියයට,O
0.5ක්,O
වන,O
බවයි,O
පළාත්,O
අනුව,O
ජනගහනය,O
සැලකූ,O
විට,O
මුළු,O
ජනගහනයෙන්,O
සියයට,O
28.1ක,O
වැඩිම,O
ජනගහනයක්,O
බස්නාහිර,B-LOC
පළාතෙන්,O
වාර්තා,O
වේ,O
සියයට,O
5.3ක්,O
වූ,O
අඩුම,O
ජනගහනයක්,O
වාර්තා,O
වන්නේ,O
උතුරු,B-LOC
පළාතෙනි,O
ජනලේඛන,B-ORG
හා,I-ORG
සංඛ්‍යාලේඛන,I-ORG
දෙපාර්තමේන්තුව,I-ORG
ජන,B-EVENT
හා,I-EVENT
නිවාස,I-EVENT
සංගණන,I-EVENT
වාර්තාව,I-EVENT
ඉදිරිපත්,O
කරමින්,O
පෙන්වා,O
දෙන්නේ,O
දිස්ත්‍රික්,O
මට්ටමින්,O
ජනගහන,O
ව්‍යාප්තිය,O
සැලකීමේදී,O
වැඩිම,O
ජනගහනයක්,O
ගම්පහ,B-LOC
සහ,O
කොළඹ,B-LOC
දිස්ත්‍රික්කවලින්,O
පෙන්නුම්,O
කරන,O
බවයි,O
එම,O
ජනගහනය,O
මිලියන,O
2කට,O
අධික,O
බව,O
සඳහන්,O
වේ,O
දිවයිනේ,B-LOC
ජනගමනය,O
අඩු,O
දිස්ත්‍රික්ක,O
ලෙස,O
මුලතිව්,B-LOC
මන්නාරම,B-LOC
කිලිනොච්චි,B-LOC
සහ,O
වව්නියා,B-LOC
හඳුනාගෙන,O
තිබේ,O
ජන,B-EVENT
හා,I-EVENT
නිවාස,I-EVENT
සංගණන,I-EVENT
වාර්තාව,I-EVENT
අද,O
(07),O
පෙරවරුවේ,O
ජනාධිපති,O
අනුර,B-PER
කුමාර,I-PER
දිසානායක,I-PER
මහතා,O
වෙත,O
භාර,O
දුන්නේ,O
ය,O
ගෝලීය,O
කෝපි,O
මිල,O
වාර්තාගත,O
ලෙස,O
පහත,O
වැටී,O
තිබේ,O
ඒ,O
අමෙරිකාව,B-LOC
පැනවූ,O
නව,O
තීරු,O
බදු,O
හේතුවෙන්,O
ය,O
ලොව,O
ප්‍රමුඛතම,O
කෝපි,O
නිෂ්පාදකයා,O
වන,O
වියට්නාමයට,B-LOC
පනවා,O
ඇති,O
තීරු,O
බදු,O
ප්‍රතිශතය,O
46%,O
කි,O
ආර්ථික,O
විශ්ලේෂකයින්,O
පවසන්නේ,O
අදාළ,O
බදු,O
එලෙසම,O
ක්‍රියාත්මක,O
වුවහොත්,O
අමෙරිකාවට,B-LOC
වියට්නාම,B-LOC
කෝපි,O
ආනයනය,O
සම්පූර්ණයෙන්,O
නතර,O
වනු,O
ඇති,O
බවයි,O
අද,O
දහවල්,O
12.12,O
ට,O
කොළඹ,B-LOC
ඇතුළු,O
ප්‍රදේශ,O
කිහිපයක,O
ජනතාවගේ,O
සෙවනැල්ල,O
මොහොතකට,O
අතුරුදහන්,O
වී,O
යයි,O
ඒ,O
එම,O
ප්‍රදේශවලට,O
අද,O
සූර්යා,O
මුදුන්වීමත්,O
සමගයි,O
කාලගුණ,B-ORG
විද්‍යා,I-ORG
